skuname_ean,dollar_sales,volume_sales,is_client,serving_style,Indulgent brands vs Others,Topping Grouping,Deluxe/Supreme vs Others,Meat Combo/ Supreme/ Deluxe vs Others,Topping_Grouped,Veg vs Non-Veg,Sauce,Gluten Free,Updated Price Tier_PL,Crust Type - Higher level ,Pack Size - Panel,Pack Size Grouped,Cooking Style,Thickness of Crust,Healthy vs Regular Crust,Pack Count,Pack Type_Panel,Vegan(Nestle),Natural.Claim(Nestle),Non.Gmo(Nestle),Organic.Claim(Nestle),Plant.Based.Protein(Nestle),Preservative.Claim(Nestle),BFY Rolled up
0003870895296,1362444.027,351288.8523,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000480563417,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000597378306,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0086001296520,48362.52954,9217.761961,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0069899780627,7.921627471,0.779130027,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000200381885,1657662.073,593874.4474,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Vegetarian,PL,No Gluten Claim Present,Value,Rising Crust,28.2 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000480704060,486983.2818,82151.15635,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085493400774,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085955300436,277799.8043,19560.14034,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0068614804106,285757.1532,43530.15609,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218076294,23530.28453,2446.342166,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000197211914,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000000604318,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218056736,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192100008,25.42265315,6.790064847,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0087145900266,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001182413525,743870.0112,153593.9714,0,Multi Serve,Non- Indulgent,Ao Topping,Others,Others,Ao Topping,PL,PL,No Gluten Claim Present,Value,Ao Crust,15.5 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,PL,No Preservative-Free Claim Present,Non BFY
0004219700410,340480.3631,59906.68921,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000750737165,246.0162385,31.88964043,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004786100004,1668142.947,275395.0982,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004786100008,980217.5194,137204.2473,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000583004885,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002182112456,50408.26819,14653.88638,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001201698252,28793.49663,8439.056557,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085832400652,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000031243118,671.01,103.125,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000480563395,8649569.571,3606956.64,0,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,PL,No Gluten Claim Present,Value,Rising Crust,30.5 Oz,Large (>= 30 Oz),Conv Oven,Thick/Original,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001131762506,173155.9876,47526.0826,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219700329,1491420.424,247970.1668,0,Multi Serve,Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,NA,No Gluten Claim Present,Mid Tier,Regular Crust,14.9 Oz,Small (<=20 Oz),Conv Oven,Thick,NA,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001571784494,151060.493,41848.25601,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192120751,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007465397421,43618.608,8832.316119,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000747359284,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007864220500,440032.5783,96121.93842,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003007456701,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000079757927,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0019589355493,791090.641,41960.72615,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001813527001,72343.27489,10674.02633,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000028882646,15.19,6.890625,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192101779,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002069112003,107523.5593,20228.95116,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0071153550806,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000003265041,6.690287933,5.836579317,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219700365,33631.68254,9810.21014,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001380055263,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192122357,2194941.836,269306.9947,1,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Vegetarian,Red Sauce,No Gluten Claim Present,Premium,Ao Crust,14.7 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000334194668,512.53,100.59375,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0089784600210,4545.642716,874.4901997,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000607846553,41185.57292,9308.954801,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192101636,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002182110541,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000942653758,13038548.1,4767280.945,0,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Rising Crust,29.05 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0064313040001,319750.5077,70477.04048,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219700374,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003870895234,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001186460496,704055.1282,90024.16766,0,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,PL,PL,No Gluten Claim Present,Premium,Hand Tossed/Pizzeria Style,15.23 Oz,Small (<=20 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,PL,No Preservative-Free Claim Present,Non BFY
0007986100705,12489.42924,2237.811362,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001215680310,428382.6197,78922.05339,0,Multi Serve,Non- Indulgent,Ao Topping,Others,Others,Ao Topping,PL,PL,No Gluten Claim Present,Value,Thin,19 Oz,Small (<=20 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,PL,No Preservative-Free Claim Present,Non BFY
0000562493805,10.27416024,3.924873337,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192139553,1521287.941,560045.3479,1,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,NA,No Gluten Claim Present,Mid Tier,Rising Crust,87.9 Oz,Large (>= 30 Oz),Conv Oven,Thick/Original,NA,3 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000199686877,897530.5374,341551.336,0,Multi Serve,Non- Indulgent,Ao Topping,Others,Others,Ao Topping,PL,PL,No Gluten Claim Present,Value,Rising Crust,28.7 Oz,Medium (20-30 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0088804400044,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000643815977,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570630801,263169.3433,51488.78571,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000024684574,10.59,3.975,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003913170010,969906.6695,157481.9175,0,Multi Serve,Non- Indulgent,Chicken,Others,Others,Chicken,Non-Veg,NA,No Gluten Claim Present,Premium,Thin,15.88 Oz,Small (<=20 Oz),Conv Oven,Thin,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007570630811,736.8272054,287.9911894,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0088570912283,72795.95523,7201.19485,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0089784600281,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570616504,72053.83415,12663.43262,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219700336,897152.387,151205.679,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000331027432,388829.4475,99104.86963,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004712400121,115475.157,18643.6121,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000596485491,47.74414832,10.68898843,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0078358392085,263870.9644,27289.7147,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009350602480,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0005149727512,644.0605191,55.89532725,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009724923501,50742.65595,3953.071169,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0086120600026,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004227200109,60442.34148,4209.340156,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0271561114980,2086.346486,561.3833919,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000317843816,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001674187764,98.70382043,26.50478954,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0089245300129,568755.0456,69017.94484,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001202973595,78329.21266,28060.27527,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007465300759,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192163896,197090.8579,32147.24839,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0086287100033,2280232.742,189980.0715,0,Multi Serve,Non- Indulgent,Vegetarian,Others,Others,Vegetarian,Vegetarian,NA,Gluten Free Claim,Premium,Veggie Crust,11.6 Oz,Small (<=20 Oz),Conv Oven,Thin,Healthy,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,BFY
0007192102520,9.48,12.825,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009848795242,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219700355,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218063736,14249146.28,4806512.172,0,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,Red Sauce,No Gluten Claim Present,Value,Hand Tossed/Pizzeria Style,20.6 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007192159203,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0005833618010,181706.1433,34413.07014,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192100001,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219700037,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003870894931,71733.7004,11832.02899,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0060798402030,10158.71779,455.3603033,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219700022,967008.1186,301431.5324,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003120501805,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000441567980,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000276156928,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085561600725,7053.301156,808.1746042,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192136484,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192113908,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009350602470,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001076866199,50.4,18.046875,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0019816851569,235187.5934,40911.55278,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0005073221820,6383.242718,1081.351938,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000467412854,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000195111491,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000004330735,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007538317515,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007864210176,2701928.239,796602.5152,0,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,NA,No Gluten Claim Present,Value,Regular Crust,38.8 OZ,Large (>= 30 Oz),Conv Oven,Thick/Original,NA,1 Ct,Box,No Vegan Claim Present,Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,BFY
0000782330261,1265.513817,280.3336651,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070510584716,1365.280785,259.0354763,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000000603680,296200.5417,140204.1978,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0064313040003,879220.3911,207348.7701,0,Multi Serve,Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,NA,No Gluten Claim Present,Mid Tier,Regular Crust,25 Oz,Medium (20-30 Oz),Conv Oven,Thin,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001380017856,3858035.756,681201.7019,1,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,Red Sauce,No Gluten Claim Present,Premium,Ao Crust,12.75 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Bag In Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007570630407,21.87805852,4.909129357,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000955376453,74239.79061,18264.17951,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000016319961,27.84,9.196875,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000352811215,427685.9985,176081.745,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
